ICAO,id,ident,type,name,Weight,latitude_deg,longitude_deg,elevation_ft,iso_country,iso_region,municipality,Alaska Airlines,American Airlines,Allegiant Air,Frontier Airlines,JetBlue Airways,Delta Air Lines,United Airlines,SkyWest Airlines,Southwest Airlines,Hawaiian Airlines,airline_count
ZSPD,27223,ZSPD,large_airport,Shanghai Pudong International Airport,,31.14340019,121.8050003,13,CN,CN-31,Shanghai,N,N,N,N,N,Y,Y,N,N,N,2
EDDS,2222,EDDS,large_airport,Stuttgart Airport,,48.68989944,9.221960068,1276,DE,DE-BW,Stuttgart,N,N,N,N,N,Y,N,N,N,N,1
KTLH,3924,KTLH,large_airport,Tallahassee Regional Airport,,30.39649963,-84.35030365,81,US,US-FL,Tallahassee,N,N,N,N,N,Y,N,N,N,N,1
CYYZ,1990,CYYZ,large_airport,Lester B. Pearson International Airport,,43.67720032,-79.63059998,569,CA,CA-ON,Toronto,N,N,N,N,N,Y,Y,Y,N,N,3
KAVP,3388,KAVP,medium_airport,Wilkes Barre Scranton International Airport,,41.33850098,-75.7233963,962,US,US-PA,Wilkes-Barre/Scranton,N,N,N,N,N,Y,N,Y,N,N,2
CYWG,1946,CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,,49.90999985,-97.23989868,783,CA,CA-MB,Winnipeg,N,N,N,N,N,Y,N,Y,N,N,2
KCRW,3467,KCRW,large_airport,Yeager Airport,,38.37310028,-81.59320068,981,US,US-WV,Charleston,N,N,N,N,N,Y,N,Y,N,N,2
LSZH,4505,LSZH,large_airport,ZÃ¼rich Airport,,47.464699,8.54917,1416,CH,CH-ZH,Zurich,N,N,N,N,N,Y,Y,N,N,N,2
PGUM,5433,PGUM,large_airport,Antonio B. Won Pat International Airport,Hub,13.48340034,144.7960052,298,GU,GU-U-A,Guam,N,N,N,N,N,N,Y,N,N,N,1
ZBAA,27188,ZBAA,large_airport,Beijing Capital International Airport,,40.08010101,116.5849991,116,CN,CN-11,Beijing,N,N,N,N,N,N,Y,N,N,N,1
PKWA,5490,PKWA,medium_airport,Bucholz Army Air Field,,8.72012043,167.7319946,9,MH,MH-KWA,Kwajalein,N,N,N,N,N,N,Y,N,N,N,1
FACT,2775,FACT,large_airport,Cape Town International Airport,,-33.96480179,18.60169983,151,ZA,ZA-WC,Cape Town,N,N,N,N,N,N,Y,N,N,N,1
ZUUU,27230,ZUUU,large_airport,Chengdu Shuangliu International Airport,,30.57850075,103.9469986,1625,CN,CN-51,Chengdu,N,N,N,N,N,N,Y,N,N,N,1
PTKK,5499,PTKK,medium_airport,Chuuk International Airport,,7.461870193,151.8430023,11,FM,FM-TRK,Weno Island,N,N,N,N,N,N,Y,N,N,N,1
MMLO,4722,MMLO,medium_airport,Del BajÃ­o International Airport,,20.9935,-101.481003,5956,MX,MX-GUA,Silao,N,N,N,N,N,N,Y,Y,N,N,2
LICJ,4321,LICJ,large_airport,Falconeâ€“Borsellino Airport,,38.175999,13.091,65,IT,IT-82,Palermo,N,N,N,N,N,N,Y,N,N,N,1
LPPR,4459,LPPR,large_airport,Francisco de SÃ¡ Carneiro Airport,,41.24810028,-8.681389809,228,PT,PT-13,Porto,N,N,N,N,N,N,Y,N,N,N,1
EDDF,2212,EDDF,large_airport,Frankfurt am Main Airport,,50.033333,8.570556,364,DE,DE-HE,Frankfurt am Main,N,N,N,N,N,N,Y,N,N,N,1
LSGG,4490,LSGG,large_airport,Geneva Cointrin International Airport,,46.23809814,6.108950138,1411,CH,CH-GE,Geneva,N,N,N,N,N,N,Y,N,N,N,1
VHHH,26535,VHHH,large_airport,Hong Kong International Airport,,22.308901,113.915001,28,HK,HK-U-A,Hong Kong,N,N,N,N,N,N,Y,N,N,N,1
VIDP,26555,VIDP,large_airport,Indira Gandhi International Airport,,28.5665,77.103104,777,IN,IN-DL,New Delhi,N,N,N,N,N,N,Y,N,N,N,1
PTSA,5502,PTSA,medium_airport,Kosrae International Airport,,5.35698,162.957993,11,FM,FM-KSA,Okat,N,N,N,N,N,N,Y,N,N,N,1
MMMD,4726,MMMD,medium_airport,Licenciado Manuel Crescencio Rejon Int Airport,,20.93700027,-89.65769959,38,MX,MX-YUC,Merida,N,N,N,N,N,N,Y,N,N,N,1
PKMJ,5488,PKMJ,medium_airport,Marshall Islands International Airport,,7.064760208,171.2720032,6,MH,MH-MAJ,Majuro Atoll,N,N,N,N,N,N,Y,N,N,N,1
CNM2,1321,CNM2,small_airport,Melbourne Airport,,42.82419968,-81.54859924,735,CA,CA-ON,Melbourne,N,N,N,N,N,N,Y,N,N,N,1
KMAF,3663,KMAF,medium_airport,Midland International Airport,,31.94249916,-102.2020035,2871,US,US-TX,Midland,N,N,N,N,N,N,Y,Y,Y,N,3
LIRN,4378,LIRN,large_airport,Naples International Airport,,40.886002,14.2908,294,IT,IT-72,Napoli,N,N,N,N,N,N,Y,N,N,N,1
PTPN,5500,PTPN,medium_airport,Pohnpei International Airport,,6.985099792,158.2089996,10,FM,FM-PNI,Pohnpei Island,N,N,N,N,N,N,Y,N,N,N,1
KRST,3857,KRST,large_airport,Rochester International Airport,,43.90829849,-92.5,1317,US,US-MN,Rochester,N,N,N,N,N,N,Y,Y,N,N,2
WSSS,26887,WSSS,large_airport,Singapore Changi Airport,,1.35019,103.994003,22,SG,SG-04,Singapore,N,N,N,N,N,N,Y,N,N,N,1
ESSA,2701,ESSA,large_airport,Stockholm-Arlanda Airport,,59.65190125,17.91860008,137,SE,SE-AB,Stockholm,N,N,N,N,N,N,Y,N,N,N,1
RCTP,5528,RCTP,large_airport,Taiwan Taoyuan International Airport,,25.0777,121.233002,106,TW,TW-TAO,Taipei,N,N,N,N,N,N,Y,N,N,N,1
PTYA,5503,PTYA,medium_airport,Yap International Airport,,9.49891,138.082993,91,FM,FM-YAP,Yap Island,N,N,N,N,N,N,Y,N,N,N,1
KABR,3358,KABR,medium_airport,Aberdeen Regional Airport,,45.44910049,-98.42179871,1302,US,US-SD,Aberdeen,N,N,N,N,N,N,N,Y,N,N,1
KABY,3359,KABY,medium_airport,Southwest Georgia Regional Airport,,31.53549957,-84.19450378,197,US,US-GA,Albany,N,N,N,N,N,N,N,Y,N,N,1
KACV,3362,KACV,medium_airport,California Redwood Coast-Humboldt County Airport,,40.978101,-124.109,221,US,US-CA,Arcata/Eureka,N,N,N,N,N,N,N,Y,N,N,1
KAEX,3365,KAEX,medium_airport,Alexandria International Airport,,31.32740021,-92.54979706,89,US,US-LA,Alexandria,N,N,N,N,N,N,N,Y,N,N,1
KAPN,3382,KAPN,medium_airport,Alpena County Regional Airport,,45.0780983,-83.56030273,690,US,US-MI,Alpena,N,N,N,N,N,N,N,Y,N,N,1
KASE,19308,KASE,medium_airport,Aspen-Pitkin Co/Sardy Field,,39.22320175,-106.8690033,7820,US,US-CO,Aspen,N,N,N,N,N,N,N,Y,N,N,1
KAZO,3390,KAZO,medium_airport,Kalamazoo Battle Creek International Airport,,42.23490143,-85.55210114,874,US,US-MI,Kalamazoo,N,N,N,N,N,N,N,Y,N,N,1
KBFF,3400,KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,,41.87400055,-103.5960007,3967,US,US-NE,Scottsbluff,N,N,N,N,N,N,N,Y,N,N,1
KBFL,3402,KBFL,medium_airport,Meadows Field,,35.43360138,-119.0569992,510,US,US-CA,Bakersfield,N,N,N,N,N,N,N,Y,N,N,1
KBJI,19380,KBJI,medium_airport,Bemidji Regional Airport,,47.50939941,-94.93370056,1391,US,US-MN,Bemidji,N,N,N,N,N,N,N,Y,N,N,1
KBRD,19406,KBRD,medium_airport,Brainerd Lakes Regional Airport,,46.39830017,-94.13809967,1232,US,US-MN,Brainerd,N,N,N,N,N,N,N,Y,N,N,1
KBRO,3426,KBRO,medium_airport,Brownsville South Padre Island International Airport,,25.90679932,-97.42590332,22,US,US-TX,Brownsville,N,N,N,N,N,N,N,Y,N,N,1
KBTM,3428,KBTM,medium_airport,Bert Mooney Airport,,45.95479965,-112.4970016,5550,US,US-MT,Butte,N,N,N,N,N,N,N,Y,N,N,1
KCDC,3442,KCDC,medium_airport,Cedar City Regional Airport,,37.70100021,-113.098999,5622,US,US-UT,Cedar City,N,N,N,N,N,N,N,Y,N,N,1
KCGI,3447,KCGI,medium_airport,Cape Girardeau Regional Airport,,37.22529984,-89.57080078,342,US,US-MO,Cape Girardeau,N,N,N,N,N,N,N,Y,N,N,1
KCIU,3452,KCIU,medium_airport,Chippewa County International Airport,,46.25080109,-84.47239685,800,US,US-MI,Sault Ste Marie,N,N,N,N,N,N,N,Y,N,N,1
KCLL,3455,KCLL,medium_airport,Easterwood Field,,30.58860016,-96.36380005,320,US,US-TX,College Station,N,N,N,N,N,N,N,Y,N,N,1
KCMX,3460,KCMX,medium_airport,Houghton County Memorial Airport,,47.16839981,-88.4890976,1095,US,US-MI,Hancock,N,N,N,N,N,N,N,Y,N,N,1
KCNY,19529,KCNY,small_airport,Canyonlands Field,,38.75500107,-109.7549973,4557,US,US-UT,Moab,N,N,N,N,N,N,N,Y,N,N,1
KCOD,19530,KCOD,medium_airport,Yellowstone Regional Airport,,44.52019882,-109.0240021,5102,US,US-WY,Cody,N,N,N,N,N,N,N,Y,N,N,1
KCOU,3464,KCOU,medium_airport,Columbia Regional Airport,,38.8181,-92.219597,889,US,US-MO,Columbia,N,N,N,N,N,N,N,Y,N,N,1
KCPR,3465,KCPR,medium_airport,Casper-Natrona County International Airport,,42.908001,-106.463997,5350,US,US-WY,Casper,N,N,N,N,N,N,N,Y,N,N,1
KCSG,3468,KCSG,medium_airport,Columbus Metropolitan Airport,,32.5163002,-84.93890381,397,US,US-GA,Columbus,N,N,N,N,N,N,N,Y,N,N,1
KCWA,19571,KCWA,medium_airport,Central Wisconsin Airport,,44.77759933,-89.66680145,1277,US,US-WI,Mosinee,N,N,N,N,N,N,N,Y,N,N,1
KDHN,3489,KDHN,medium_airport,Dothan Regional Airport,,31.32130051,-85.44960022,401,US,US-AL,Dothan,N,N,N,N,N,N,N,Y,N,N,1
KDLH,3491,KDLH,large_airport,Duluth International Airport,,46.84209824,-92.19360352,1428,US,US-MN,Duluth,N,N,N,N,N,N,N,Y,N,N,1
KDRO,19654,KDRO,small_airport,Durango La Plata County Airport,,37.1515007,-107.7539978,6685,US,US-CO,Durango,N,N,N,N,N,N,N,Y,N,N,1
KDVL,19668,KDVL,small_airport,Devils Lake Regional Airport,,48.11420059,-98.90879822,1456,US,US-ND,Devils Lake,N,N,N,N,N,N,N,Y,N,N,1
KEAU,3501,KEAU,medium_airport,Chippewa Valley Regional Airport,,44.86579895,-91.48429871,913,US,US-WI,Eau Claire,N,N,N,N,N,N,N,Y,N,N,1
KEKO,3508,KEKO,medium_airport,Elko Regional Airport,,40.82490158,-115.7919998,5140,US,US-NV,Elko,N,N,N,N,N,N,N,Y,N,N,1
KESC,19770,KESC,small_airport,Delta County Airport,,45.72269821,-87.09369659,609,US,US-MI,Escanaba,N,N,N,N,N,N,N,Y,N,N,1
KEWN,3520,KEWN,medium_airport,Coastal Carolina Regional Airport,,35.07300186,-77.04290009,18,US,US-NC,New Bern,N,N,N,N,N,N,N,Y,N,N,1
KFLG,3530,KFLG,medium_airport,Flagstaff Pulliam Airport,,35.13850021,-111.6709976,7014,US,US-AZ,Flagstaff,N,N,N,N,N,N,N,Y,N,N,1
KFSM,3543,KFSM,large_airport,Fort Smith Regional Airport,,35.33660126,-94.36740112,469,US,US-AR,Fort Smith,N,N,N,N,N,N,N,Y,N,N,1
KGCC,19929,KGCC,medium_airport,Gillette Campbell County Airport,,44.34889984,-105.5390015,4365,US,US-WY,Gillette,N,N,N,N,N,N,N,Y,N,N,1
KGRK,3565,KGRK,medium_airport,Robert Gray Army Air Field Airport,,31.06719971,-97.8289032,1015,US,US-TX,Fort Hood/Killeen,N,N,N,N,N,N,N,Y,N,N,1
KHIB,3579,KHIB,large_airport,Range Regional Airport,,47.38660049,-92.83899689,1354,US,US-MN,Hibbing,N,N,N,N,N,N,N,Y,N,N,1
KHLN,3582,KHLN,medium_airport,Helena Regional Airport,,46.60680008,-111.9830017,3877,US,US-MT,Helena,N,N,N,N,N,N,N,Y,N,N,1
KHYS,20109,KHYS,medium_airport,Hays Regional Airport,,38.84220123,-99.27320099,1999,US,US-KS,Hays,N,N,N,N,N,N,N,Y,N,N,1
KIMT,20177,KIMT,small_airport,Ford Airport,,45.81840134,-88.11450195,1182,US,US-MI,Iron Mountain / Kingsford,N,N,N,N,N,N,N,Y,N,N,1
KINL,3612,KINL,medium_airport,Falls International Airport,,48.56620026,-93.40309906,1185,US,US-MN,International Falls,N,N,N,N,N,N,N,Y,N,N,1
KISN,20188,KISN,medium_airport,Sloulin Field International Airport,,48.17789841,-103.6419983,1982,US,US-ND,Williston,N,N,N,N,N,N,N,Y,N,N,1
KITH,20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,,42.49100113,-76.45839691,1099,US,US-NY,Ithaca,N,N,N,N,N,N,N,Y,N,N,1
KJMS,3624,KJMS,medium_airport,Jamestown Regional Airport,,46.92969894,-98.67819977,1500,US,US-ND,Jamestown,N,N,N,N,N,N,N,Y,N,N,1
KLAN,3629,KLAN,medium_airport,Capital City Airport,,42.77870178,-84.58740234,861,US,US-MI,Lansing,N,N,N,N,N,N,N,Y,N,N,1
KLAR,3630,KLAR,medium_airport,Laramie Regional Airport,,41.31209946,-105.6750031,7284,US,US-WY,Laramie,N,N,N,N,N,N,N,Y,N,N,1
KLBB,3633,KLBB,large_airport,Lubbock Preston Smith International Airport,,33.663601,-101.822998,3282,US,US-TX,Lubbock,N,N,N,N,N,N,N,Y,Y,N,2
KLBF,3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,,41.12620163,-100.6839981,2777,US,US-NE,North Platte,N,N,N,N,N,N,N,Y,N,N,1
KLBL,3636,KLBL,medium_airport,Liberal Mid-America Regional Airport,,37.0442009,-100.9599991,2885,US,US-KS,Liberal,N,N,N,N,N,N,N,Y,N,N,1
KLFT,3642,KLFT,large_airport,Lafayette Regional Airport,,30.20529938,-91.98760223,42,US,US-LA,Lafayette,N,N,N,N,N,N,N,Y,N,N,1
KLNK,3647,KLNK,medium_airport,Lincoln Airport,,40.85100174,-96.75920105,1219,US,US-NE,Lincoln,N,N,N,N,N,N,N,Y,N,N,1
KLSE,3654,KLSE,medium_airport,La Crosse Municipal Airport,,43.879002,-91.256699,655,US,US-WI,La Crosse,N,N,N,N,N,N,N,Y,N,N,1
KLWB,20390,KLWB,medium_airport,Greenbrier Valley Airport,,37.85829926,-80.39949799,2302,US,US-WV,Lewisburg,N,N,N,N,N,N,N,Y,N,N,1
KLWS,20393,KLWS,medium_airport,Lewiston Nez Perce County Airport,,46.37450027,-117.0149994,1442,US,US-ID,Lewiston,N,N,N,N,N,N,N,Y,N,N,1
KMBS,3664,KMBS,large_airport,MBS International Airport,,43.53290176,-84.07959747,668,US,US-MI,Saginaw,N,N,N,N,N,N,N,Y,N,N,1
KMEI,3674,KMEI,medium_airport,Key Field,,32.33259964,-88.75189972,297,US,US-MS,Meridian,N,N,N,N,N,N,N,Y,N,N,1
KMGM,3681,KMGM,large_airport,Montgomery Regional (Dannelly Field) Airport,,32.30059814,-86.39399719,221,US,US-AL,Montgomery,N,N,N,N,N,N,N,Y,N,N,1
KMHK,3683,KMHK,medium_airport,Manhattan Regional Airport,,39.14099884,-96.67079926,1057,US,US-KS,Manhattan,N,N,N,N,N,N,N,Y,N,N,1
KMKG,3691,KMKG,medium_airport,Muskegon County Airport,,43.169498,-86.238197,629,US,US-MI,Muskegon,N,N,N,N,N,N,N,Y,N,N,1
KMLU,3697,KMLU,large_airport,Monroe Regional Airport,,32.51089859,-92.03769684,79,US,US-LA,Monroe,N,N,N,N,N,N,N,Y,N,N,1
KMMH,20527,KMMH,small_airport,Mammoth Yosemite Airport,,37.62409973,-118.8379974,7135,US,US-CA,Mammoth Lakes,N,N,N,N,N,N,N,Y,N,N,1
KMQT,30117,KMQT,closed,Marquette Airport,,46.53390121,-87.56140137,1424,US,US-MI,,N,N,N,N,N,N,N,Y,N,N,1
KOAJ,20709,KOAJ,medium_airport,Albert J Ellis Airport,,34.82920074,-77.61209869,94,US,US-NC,Jacksonville,N,N,N,N,N,N,N,Y,N,N,1
KOTH,3759,KOTH,medium_airport,Southwest Oregon Regional Airport,,43.417099,-124.2460022,17,US,US-OR,North Bend,N,N,N,N,N,N,N,Y,N,N,1
KPAH,3764,KPAH,medium_airport,Barkley Regional Airport,,37.06079865,-88.77380371,410,US,US-KY,Paducah,N,N,N,N,N,N,N,Y,N,N,1
KPIB,3774,KPIB,medium_airport,Hattiesburg Laurel Regional Airport,,31.46710014,-89.33709717,298,US,US-MS,Hattiesburg/Laurel,N,N,N,N,N,N,N,Y,N,N,1
KPIH,3776,KPIH,medium_airport,Pocatello Regional Airport,,42.90980148,-112.5960007,4452,US,US-ID,Pocatello,N,N,N,N,N,N,N,Y,N,N,1
KPLN,3781,KPLN,medium_airport,Pellston Regional Airport of Emmet County Airport,,45.57089996,-84.79669952,721,US,US-MI,Pellston,N,N,N,N,N,N,N,Y,N,N,1
KPRC,3789,KPRC,medium_airport,Prescott Regional Airport - Ernest A. Love Field,,34.654499,-112.419998,5045,US,US-AZ,Prescott,N,N,N,N,N,N,N,Y,N,N,1
KPUB,3794,KPUB,small_airport,Pueblo Memorial Airport,,38.28910065,-104.4970016,4726,US,US-CO,Pueblo,N,N,N,N,N,N,N,Y,N,N,1
KRDD,3841,KRDD,medium_airport,Redding Municipal Airport,,40.50899887,-122.2929993,505,US,US-CA,Redding,N,N,N,N,N,N,N,Y,N,N,1
KRHI,3846,KRHI,medium_airport,Rhinelander Oneida County Airport,,45.63119888,-89.46749878,1624,US,US-WI,Rhinelander,N,N,N,N,N,N,N,Y,N,N,1
KRKS,3850,KRKS,medium_airport,Southwest Wyoming Regional Airport,,41.5942,-109.065001,6764,US,US-WY,Rock Springs,N,N,N,N,N,N,N,Y,N,N,1
KROW,3856,KROW,medium_airport,Roswell International Air Center Airport,,33.30160141,-104.5309982,3671,US,US-NM,Roswell,N,N,N,N,N,N,N,Y,N,N,1
KSHD,21066,KSHD,small_airport,Shenandoah Valley Regional Airport,,38.26380157,-78.89640045,1201,US,US-VA,Staunton/Waynesboro/Harrisonburg,N,N,N,N,N,N,N,Y,N,N,1
KSLN,3891,KSLN,medium_airport,Salina Municipal Airport,,38.79100037,-97.65219879,1288,US,US-KS,Salina,N,N,N,N,N,N,N,Y,N,N,1
KSTS,21114,KSTS,medium_airport,Charles M. Schulz Sonoma County Airport,,38.50899887,-122.8130035,128,US,US-CA,Santa Rosa,N,N,N,N,N,N,N,Y,N,N,1
KSUN,21118,KSUN,medium_airport,Friedman Memorial Airport,,43.50439835,-114.2959976,5318,US,US-ID,Hailey,N,N,N,N,N,N,N,Y,N,N,1
KTWF,3935,KTWF,medium_airport,Joslin Field Magic Valley Regional Airport,,42.4818,-114.487999,4154,US,US-ID,Twin Falls,N,N,N,N,N,N,N,Y,N,N,1
KUIN,3940,KUIN,medium_airport,Quincy Regional Baldwin Field,,39.94269943,-91.19460297,768,US,US-IL,Quincy,N,N,N,N,N,N,N,Y,N,N,1
KVEL,21318,KVEL,medium_airport,Vernal Regional Airport,,40.4408989,-109.5100021,5278,US,US-UT,Vernal,N,N,N,N,N,N,N,Y,N,N,1
KVLD,3946,KVLD,medium_airport,Valdosta Regional Airport,,30.78249931,-83.27670288,203,US,US-GA,Valdosta,N,N,N,N,N,N,N,Y,N,N,1
KWYS,3955,KWYS,medium_airport,Yellowstone Airport,,44.68840027,-111.1179962,6649,US,US-MT,West Yellowstone,N,N,N,N,N,N,N,Y,N,N,1
CYOW,1840,CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,,45.32249832,-75.66919708,374,CA,CA-ON,Ottawa,N,N,N,N,N,N,N,Y,N,N,1
CYYJ,1979,CYYJ,large_airport,Victoria International Airport,,48.64690018,-123.4260025,63,CA,CA-BC,Victoria,N,N,N,N,N,N,N,Y,N,N,1
MMHO,4713,MMHO,large_airport,General Ignacio P. Garcia International Airport,,29.09589958,-111.0479965,627,MX,MX-SON,Hermosillo,N,N,N,N,N,N,N,Y,N,N,1
KCRP,3466,KCRP,large_airport,Corpus Christi International Airport,,27.77039909,-97.50119781,44,US,US-TX,Corpus Christi,N,N,N,N,N,N,N,N,Y,N,1
KAMA,3377,KAMA,large_airport,Rick Husband Amarillo International Airport,,35.219398,-101.706001,3607,US,US-TX,Amarillo,N,N,N,N,N,N,N,N,Y,N,1
